timestamp,price
1700092800000,37903.66245166294
1700179200000,36201.51611146142
1700265600000,36527.76022530742
1700352000000,36582.36844192274
1700438400000,37413.99460790531
1700524800000,37489.298470802016
1700611200000,35965.36036068078
1700697600000,37464.83293220907
1700784000000,37293.316127426726
1700870400000,37738.93169747125
1700956800000,37809.85286625321
1701043200000,37491.838186008135
1701129600000,37250.16905148115
1701216000000,37802.23604377473
1701302400000,37810.34641654128
1701388800000,37711.81837585267
1701475200000,38688.25874179069
1701561600000,39481.666416062864
1701648000000,39960.275420410515
1701734400000,41974.331772543344
1701820800000,44105.94477259938
1701907200000,43788.28880825234
1701993600000,43270.11955970747
1702080000000,44202.17610943621
1702166400000,43745.49199189547
1702252800000,43757.959937619176
1702339200000,41200.96272610168
1702425600000,41450.819387377436
1702512000000,42931.76182603245
1702598400000,43009.5954563739
1702684800000,41992.01418722399
1702771200000,42247.06788172229
1702857600000,41410.819634575855
1702944000000,42684.182554683386
1703030400000,42250.206182797505
1703116800000,43634.1241684964
1703203200000,43849.69959939619
1703289600000,44003.6960216438
1703376000000,43752.03088478376
1703462400000,43034.971063091514
1703548800000,43638.236302200916
1703635200000,42516.426940282516
1703721600000,43418.46777504291
1703808000000,42600.65063315619
1703894400000,42074.70715618848
1703980800000,42220.61140121376
1704067200000,42208.202176186474
1704153600000,44168.68118687473
1704240000000,44994.67388689237
1704326400000,42821.558989157995
1704412800000,44195.57856209971
1704499200000,44113.69973389081
1704585600000,43956.12071720152
1704672000000,43883.74387905174
1704758400000,46936.185561217506
1704844800000,46105.94607828697
1704931200000,46632.31314804979
1705017600000,46314.355541602694
1705104000000,42893.92960550481
1705190400000,42848.47451640749
1705276800000,41800.93282193406
1705363200000,42587.336038354406
1705449600000,43148.00164342693
1705536000000,42713.859186938986
1705622400000,41261.39479801012
1705708800000,41600.94093254464
1705795200000,41626.10711003664
1705881600000,41541.89945706261
1705968000000,39504.73005758438
1706054400000,39833.45410501688
1706140800000,40123.67105847147
1706227200000,39938.28644155878
1706313600000,41862.9356109399
1706400000000,42119.61049464309
1706486400000,42026.57856232145
1706572800000,43267.60927638767
1706659200000,42892.03453014447
1706745600000,42583.26354663417
1706832000000,43069.043420936796
1706918400000,43170.65856159975
1707004800000,42976.84829990829
1707091200000,42599.35997055978
1707177600000,42648.45692113544
1707264000000,43087.78740814285
1707350400000,44247.415415479314
1707436800000,45338.271189789484
1707523200000,47143.24299107112
1707609600000,47768.995251247936
1707696000000,48189.88179303987
1707782400000,50050.13609456397
1707868800000,49732.14536955351
1707955200000,51790.16929752642
1708041600000,51958.23029105492
1708128000000,52166.43430976192
1708214400000,51684.51749264525
1708300800000,52138.48578873693
1708387200000,51764.313185487765
1708473600000,52286.79372554667
1708560000000,51842.75676625642
1708646400000,51319.500125702674
1708732800000,50841.081094770896
1708819200000,51553.096712831146
1708905600000,51751.884054934555
1708992000000,54478.191083122954
1709078400000,57003.52673730811
1709164800000,62558.58202419311
1709251200000,61298.216861101624
1709337600000,62426.64052919186
1709424000000,62067.86680212177
1709510400000,63053.10543906421
1709596800000,68186.64593432152
1709683200000,64291.536557569496
1709769600000,66145.91927850846
1709856000000,66944.87639053575
1709942400000,68315.25192078314
1710028800000,68508.0039626159
1710115200000,69075.66688195744
1710201600000,72130.55300765681
1710288000000,71467.17350326062
1710374400000,73097.76702694128
1710460800000,71420.03180142345
1710547200000,69497.7631929463
1710633600000,65292.31329331289
1710720000000,68425.41565643054
1710806400000,67708.94360930806
1710892800000,62132.51737873437
1710979200000,67819.05570684028
1711065600000,65535.97844847657
1711152000000,63509.04496523133
1711238400000,64285.80279102199
1711324800000,67310.98326810106
1711411200000,69938.94530200244
1711497600000,70082.05122475982
1711584000000,69435.75040305211
1711670400000,70710.19534863312
1711756800000,69919.05546148612
1711843200000,69702.3087473573
1711929600000,71246.95144060145
1712016000000,69785.92503802372
1712102400000,65440.41922587159
1712188800000,66123.938539074
1712275200000,68542.17715279506
1712361600000,67978.61023408506
1712448000000,69000.6499164776
1712534400000,69401.97360911008
1712620800000,71624.18486236996
1712707200000,69158.64381207665
1712793600000,70527.88997578963
1712880000000,70106.66413070948
1712966400000,67252.10504226631
1713052800000,64404.82548907413
1713139200000,65752.66004728881
1713225600000,63430.5714573684
1713312000000,63720.501587480736
1713398400000,61328.89798860725
1713484800000,63461.592695107174
1713571200000,63988.818471785664
1713657600000,64894.41869109179
1713744000000,64936.4207567739
1713830400000,66841.66685207361
1713916800000,66406.95244392671
1714003200000,64279.51812857524
1714089600000,64486.183359158975
1714176000000,63802.330049258766
1714262400000,63517.248743409626
1714348800000,63030.433616681854
1714435200000,63797.67963589958
1714521600000,60749.47209216387
1714608000000,58297.574075325494
1714694400000,59135.1733607733
1714780800000,62839.34073569376
1714867200000,63820.451902924986
1714953600000,64010.00865210892
1715040000000,63172.48129551341
1715126400000,62363.057191718624
1715212800000,61215.50400879193
1715299200000,63148.599943097026
1715385600000,60888.21674957157
1715472000000,60776.972079172134
1715558400000,61507.054004121346
1715644800000,62878.783300729294
1715731200000,61569.1130057734
1715817600000,66220.51831432826
1715904000000,65260.879803346186
1715990400000,67053.12326509564
1716076800000,66912.61861403697
1716163200000,66252.71259591613
1716249600000,71430.29700215145
1716336000000,70189.8358177002
1716422400000,69181.20085677762
1716508800000,67906.46534276106
1716595200000,68539.91646552991
1716681600000,69268.44558973772
1716768000000,68508.83110875699
1716854400000,69367.23871755725
1716940800000,68316.63588049631
1717027200000,67577.26558995963
1717113600000,68372.49288434093
1717200000000,67474.95483698409
1717286400000,67704.32641811523
1717372800000,67740.01690222476
1717459200000,68808.29368590549
1717545600000,70600.01116676089
1717632000000,71184.59943059199
1717718400000,70759.58819301432
1717804800000,69325.36238847222
1717891200000,69315.1041233966
1717977600000,69654.16073760358
1718064000000,69493.17760915738
1718150400000,67329.15232724321
1718236800000,68224.51967501991
1718323200000,66700.31696564378
1718409600000,66011.07873713733
1718496000000,66190.4874891135
1718582400000,66615.53782131766
1718668800000,66460.38897909952
1718755200000,65109.314812190474
1718841600000,64907.07460760319
1718928000000,64844.67441797763
1719014400000,64071.624284709695
1719100800000,64239.90348813148
1719187200000,63221.35738437477
1719273600000,60363.23497529626
1719360000000,61770.413870095355
1719446400000,60749.89619402014
1719532800000,61562.64532550036
1719619200000,60317.09697945116
1719705600000,60864.44316193428
1719792000000,62734.39383945474
1719878400000,62819.82226921849
1719964800000,62042.5650371006
1720051200000,60244.68076433092
1720137600000,57189.17412408636
1720224000000,56739.86285107204
1720310400000,58230.4841542266
1720396800000,55880.3753776708
1720483200000,56665.140733520275
1720569600000,57988.30351208401
1720656000000,57704.202284462874
1720742400000,57388.192479166675
1720828800000,57899.28895749592
1720915200000,59152.71913887286
1721001600000,60942.32773996293
1721088000000,64835.48973321571
1721174400000,65162.23625234354
1721260800000,64136.31384360687
1721347200000,63959.56900809379
1721433600000,66689.54880734957
1721520000000,67206.06470614894
1721606400000,68088.13996324532
1721692800000,67607.71339918874
1721779200000,65942.41746522837
1721865600000,65403.53513022529
1721952000000,65749.96361965332
1722038400000,67920.2964857025
1722124800000,68055.40838968738
1722211200000,68242.2474440493
1722297600000,66770.32091848266
1722384000000,66219.05102486102
1722470400000,64679.778647032515
1722556800000,65357.52960767435
1722643200000,61407.29547397454
1722729600000,60738.7449250574
1722816000000,58006.206586686734
1722902400000,53956.26184159744
1722988800000,55959.84107399357
1723075200000,55099.95181146735
1723161600000,61859.03159904161
1723248000000,60912.588533350805
1723334400000,60887.70861641504
1723420800000,58804.23449992608
1723507200000,59350.07433270696
1723593600000,60601.22317789727
1723680000000,58739.19382231015
1723766400000,57624.11692852191
1723852800000,58881.92579151217
1723939200000,59430.79163445865
1724025600000,58438.293742685404
1724112000000,59574.945812940874
1724198400000,59060.12610074137
1724284800000,61144.68762866613
1724371200000,60387.54062321362
1724457600000,64049.68561555576
1724544000000,64157.1606134782
1724630400000,64265.81631272862
1724716800000,62922.58634676265
1724803200000,59526.560879590994
1724889600000,59015.29633887944
1724976000000,59351.5794909728
1725062400000,59156.246036463555
1725148800000,58960.23658664587
1725235200000,57357.71617282246
1725321600000,59108.73235863689
1725408000000,57504.538586220435
1725494400000,57987.84601410068
1725580800000,56132.404732088595
1725667200000,53923.35611071905
1725753600000,54150.9383589072
1725840000000,54792.40755768575
1725926400000,57049.118751143265
1726012800000,57624.16178336144
1726099200000,57381.764445000474
1726185600000,58106.951229815284
1726272000000,60620.62747295754
1726358400000,60003.29940083042
1726444800000,59214.80226801806
1726531200000,58211.123231286256
1726617600000,60317.0319794625
1726704000000,61440.41208494509
1726790400000,62966.52931910512
1726876800000,63128.224540748255
1726963200000,63403.402349259355
1727049600000,63582.59956924825
1727136000000,63327.02654450202
1727222400000,64334.14274876097
1727308800000,63151.89959401337
1727395200000,65130.76884023231
1727481600000,65791.00212541742
1727568000000,65934.10709441357
1727654400000,65663.68986662335
1727740800000,63243.27532464382
1727827200000,60872.668543725544
1727913600000,60655.55979196848
1728000000000,60727.86395169296
1728086400000,62103.01047283253
1728172800000,62091.932585194016
1728259200000,62811.79972811266
1728345600000,62287.39010510681
1728432000000,62185.230423727575
1728518400000,60597.15045618275
1728604800000,60195.18073772453
1728691200000,62392.34048293159
1728777600000,63207.77062127557
1728864000000,62829.533686088886
1728950400000,66049.99492708022
1729036800000,66962.21994496793
1729123200000,67647.54414766871
1729209600000,67328.10527002988
1729296000000,68465.61920668735
1729382400000,68388.87128965274
1729468800000,68962.82918045693
1729555200000,67394.85775735618
1729641600000,67351.04793512498
1729728000000,66683.96806542306
1729814400000,68214.05205157402
1729900800000,66585.66535501445
1729987200000,67018.1650170265
1730073600000,67938.55412885673
1730160000000,69845.304531169
1730246400000,72781.11308158132
1730332800000,72342.62171127986
1730419200000,70264.99735573279
1730505600000,69507.92256395647
1730592000000,69299.16036699413
1730678400000,68803.50626277467
1730764800000,67793.29782704762
1730851200000,69335.42553133758
1730937600000,75620.88606963192
1731024000000,75987.24178320667
1731110400000,76550.0213845611
1731196800000,76630.22631415377
1731283200000,80466.71654833542
1731369600000,88637.42000322911
1731456000000,88264.59974582895
1731542400000,90488.10007497849
1731604491000,89035.78942194523
